timestamp,"battery_soc"
"Nov 5, 2020 @ 14:28:50.946","0.22379686213701594"
"Nov 5, 2020 @ 14:28:45.899","0.22414260122593982"
"Nov 5, 2020 @ 14:28:40.820","0.22441566132057358"
"Nov 5, 2020 @ 14:28:35.726","0.22460643997430818"
"Nov 5, 2020 @ 14:28:30.609","0.22562167908871847"
"Nov 5, 2020 @ 14:28:25.537","0.22596443894593013"
"Nov 5, 2020 @ 14:28:20.429","0.22551312317996702"
"Nov 5, 2020 @ 14:28:15.327","0.22619043221314797"
"Nov 5, 2020 @ 14:28:10.267","0.22536162452583008"
"Nov 5, 2020 @ 14:28:05.223","0.2255317564884744"
"Nov 5, 2020 @ 14:28:00.163","0.22562889639668218"
"Nov 5, 2020 @ 14:27:55.099","0.22477482423722997"
"Nov 5, 2020 @ 14:27:50.047","0.22527526789927635"
"Nov 5, 2020 @ 14:27:44.992","0.22604787883850666"
"Nov 5, 2020 @ 14:27:39.931","0.22537757736691125"
"Nov 5, 2020 @ 14:27:34.881","0.22479772052727748"
"Nov 5, 2020 @ 14:27:29.830","0.22563069614079467"
"Nov 5, 2020 @ 14:27:24.783","0.22572496750952692"
"Nov 5, 2020 @ 14:27:19.739","0.22599117714367203"
"Nov 5, 2020 @ 14:27:14.675","0.22580204729076947"
"Nov 5, 2020 @ 14:27:09.605","0.22696797870487936"
"Nov 5, 2020 @ 14:27:04.557","0.22746802294319757"
"Nov 5, 2020 @ 14:26:59.506","0.2272794087847627"
"Nov 5, 2020 @ 14:26:54.454","0.22762753281120415"
"Nov 5, 2020 @ 14:26:49.331","0.2276308576099866"
"Nov 5, 2020 @ 14:26:44.237","0.2279816275776002"
"Nov 5, 2020 @ 14:26:39.156","0.22816474870520795"
"Nov 5, 2020 @ 14:26:34.082","0.22816804307290775"
"Nov 5, 2020 @ 14:26:29.015","0.22817133044075127"
"Nov 5, 2020 @ 14:26:23.944","0.22826602342497776"
"Nov 5, 2020 @ 14:26:18.903","0.22853209787777531"
"Nov 5, 2020 @ 14:26:13.849","0.22917222150497155"
"Nov 5, 2020 @ 14:26:08.799","0.22951996537990524"
"Nov 5, 2020 @ 14:26:03.726","0.23036181804730174"
